Company Name,Ticker,Country,Sector,Subsector, Overall ESG RATING, Overall ESG SCORE,Environmental SCORE,Social SCORE,Governance SCORE
"STEEL DYNAMICS, INC",STLD,US,Steel,Steel,A,6.6,4.4,4.6,5.5
STEEL FUNDING DESIGNATED ACTIVITY COMPANY,,IE,Steel,Steel,B,2.85,4.4,5.3,2.4
STEELCASE INC,SCS,US,Commercial Services & Supplies,Office Services & Supplies,A,5.9,10.0,7.0,4.8
STEEN & STROM AS,LOIM,NO,Real Estate Management & Services,Retail REITs,AAA,10.0,8.4,6.7,6.6
STEICO SE,ST5,DE,Building Products,Building Products,B,1.6,4.1,5.6,1.7
STEINHOFF INVESTMENT HOLDINGS LIMITED,,ZA,Household Durables,Home Furnishings,B,2.4,4.2,3.4,2.6
STELLA-JONES INC,SJ,CA,Paper & Forest Products,Forest Products,BBB,4.6,3.0,3.5,7.4
"STEM, INC",STEM,US,Electrical Equipment,Electrical Components & Equipment,A,6.3,5.6,7.3,4.3
STEPAN COMPANY,SCL,US,Specialty Chemicals,Specialty Chemicals,A,6.7,5.6,3.0,6.4
"STERICYCLE, INC",SRCL,US,Commercial Services & Supplies,Environmental & Facilities Services,B,1.8,1.9,4.5,6.7
STERIS CORPORATION,STE,US,Health Care Equipment & Supplies,Health Care Equipment,AA,8.2,8.7,6.9,5.5
STERIS IRISH FINCO UNLIMITED COMPANY,,IE,Health Care Equipment & Supplies,Health Care Equipment,AA,8.2,8.7,6.9,5.5
STERIS PUBLIC LIMITED COMPANY,STE,IE,Health Care Equipment & Supplies,Health Care Equipment,AA,8.2,8.7,6.9,5.5
STERLING CAPITAL TRUST VII,,US,Banks,Regional Banks,BBB,5.4,1.0,3.3,6.3
"STERLING CONSTRUCTION COMPANY, INC",STRL,US,Construction & Engineering,Construction & Engineering,A,6.0,2.8,2.5,5.6
STERLITE TECHNOLOGIES LIMITED,STLTECH,IN,"Technology Hardware, Storage & Peripherals",Communications Equipment,BBB,5.5,3.6,4.9,4.8
"STEVEN MADDEN, LTD",SHOO,US,"Textiles, Apparel & Luxury Goods",Footwear,A,6.6,3.1,5.2,6.2
"STEVENS HOLDING COMPANY, INC",,US,Industrial Machinery,Industrial Machinery,BBB,5.1,4.3,3.8,5.8
STEWART INFORMATION SERVICES CORPORATION,STC,US,Property & Casualty Insurance,Property & Casualty Insurance,BB,3.9,2.5,3.0,5.7
STG Global Finance BV,,DK,Tobacco,Tobacco,BBB,5.5,1.0,3.3,6.3
STHREE PLC,STEM,GB,Professional Services,Human Resource & Employment Services,AA,8.5,10.0,6.0,7.4
"STIC Investments, Inc",026890,KR,"Electronic Equipment, Instruments & Components",Electronic Components,B,1.9,2.2,4.0,3.1
STIFEL BANK & TRUST,,US,Investment Banking & Brokerage,Investment Banking & Brokerage,B,2.6,3.1,1.1,5.2
STIFEL FINANCIAL CAPITAL TRUST II,,US,Investment Banking & Brokerage,Investment Banking & Brokerage,B,2.6,3.1,1.1,5.2
STIFEL FINANCIAL CAPITAL TRUST III,,US,Investment Banking & Brokerage,Investment Banking & Brokerage,B,2.6,3.1,1.1,5.2
STIFEL FINANCIAL CORP,SF,US,Investment Banking & Brokerage,Investment Banking & Brokerage,B,2.6,3.1,1.1,5.2
STILLWATER MINING COMPANY,SGLJ,US,Metals and Mining - Precious Metals,Gold,BB,4.1,2.7,4.4,6.9
STIRLING WATER SEAFIELD FINANCE PLC,,GB,Utilities,Multi-Utilities,A,5.8,6.2,3.6,6.1
"STITCH FIX, INC",SFIX,US,Retail - Consumer Discretionary,Internet & Direct Marketing Retail,BB,3.4,1.9,4.2,4.3
STMicroelectronics NV,SGM,CH,Semiconductors & Semiconductor Equipment,Semiconductors,AA,8.2,6.9,5.5,6.0
"STOCK YARDS BANCORP, INC",SYBT,US,Banks,Regional Banks,BB,3.2,0.1,3.4,5.5
STOCKLAND CORPORATION LTD,SGP,AU,Real Estate Management & Services,Diversified REITs,AAA,10.0,7.0,7.7,8.4
STOCKLAND TRUST,,AU,Real Estate Management & Services,Diversified REITs,AAA,10.0,7.0,7.7,8.4
STOCKLAND TRUST MANAGEMENT LIMITED,,AU,Real Estate Management & Services,Diversified REITs,AAA,10.0,7.0,7.7,8.4
STOLT-NIELSEN LIMITED,SNI,GB,Marine Transport,Marine,BB,3.1,6.4,6.0,3.8
STONEMOR PARTNERS LP,STEKR,US,Diversified Consumer Services,Specialized Consumer Services,A,5.9,5.9,3.6,6.2
"STONERIDGE, INC",SRI,US,Auto Components,Auto Parts & Equipment,BBB,5.3,4.4,4.2,4.7
STONEX GROUP INC,SNEX,US,Investment Banking & Brokerage,Investment Banking & Brokerage,BBB,4.7,2.0,3.5,5.2
STORE CAPITAL CORPORATION,STOR,US,Real Estate Management & Services,Diversified REITs,BB,3.7,3.5,3.0,6.7
STOREBRAND ASA,STB,NO,Life & Health Insurance,Life & Health Insurance,AA,8.4,6.8,5.0,7.1
STOREBRAND BANK ASA,,NO,Life & Health Insurance,Life & Health Insurance,AA,8.4,6.8,5.0,7.1
STOREBRAND BOLIGKREDITT AS,,NO,Life & Health Insurance,Life & Health Insurance,AA,8.4,6.8,5.0,7.1
STOREBRAND LIVSFORSIKRING AS,,NO,Life & Health Insurance,Life & Health Insurance,AA,8.4,6.8,5.0,7.1
STPAULS CLO VI DESIGNATED ACTIVITY COMPANY,,IE,Asset Management & Custody Banks,Asset Management & Custody Banks,AAA,10.0,10.0,5.9,8.0
STRATEC SE,SBS,DE,Health Care Equipment & Supplies,Health Care Equipment,BBB,5.5,10.0,6.1,4.9
STRATEGIC CAPITAL BANK,,US,Banks,Regional Banks,BB,4.1,1.9,3.2,5.6
"STRATEGIC EDUCATION, INC",STRA,US,Diversified Consumer Services,Education Services,BB,3.4,6.0,3.2,4.9
STRATEGIC INTERNATIONAL GROUP LIMITED,,CN,Biotechnology,Biotechnology,A,6.2,6.3,4.3,6.5
STRATUS CAPITAL PUBLIC LIMITED COMPANY,,IE,Investment Banking & Brokerage,Diversified Capital Markets,A,7.1,8.6,4.7,3.7
STRAUSS GROUP LTD,STRS,IL,Food Products,Packaged Foods & Meats,A,6.8,3.5,6.2,4.9
STRIDE PROPERTY LIMITED,SPG,NZ,Real Estate Management & Services,Diversified REITs,BB,4.2,5.1,1.8,6.4
"STRIDE, INC",LRN,US,Diversified Consumer Services,Education Services,BB,3.1,6.7,3.2,5.2
STRUCTURED OBLIGATIONS CORPORATION,,US,Banks,Diversified Banks,A,7.1,9.4,4.5,4.4
STRUCTURED PRODUCTS CORP,C,US,Diversified Financials,Diversified Banks,A,7.0,8.7,3.9,5.0
STRUCTURED PRODUCTS CORP CORTS TR FOR PECO ENERGY CAP TR III,,US,Diversified Financials,Diversified Banks,A,7.0,8.7,3.9,5.0
STRUCTURED PRODUCTS CORP CORTS TRUST FOR FOR WORLDCOM NOTES,,US,Diversified Financials,Diversified Banks,A,7.0,8.7,3.9,5.0
STRYKER CORPORATION,SYK,US,Health Care Equipment & Supplies,Health Care Equipment,B,2.4,10.0,3.3,5.1
STUDENT FINANCE PLC,,GB,Professional Services,Asset Management & Custody Banks,BBB,5.6,6.7,5.3,6.6
"STURM, RUGER & COMPANY, INC",RGR,US,Leisure Products,Leisure Products,BB,4.28,1.9,4.6,4.9
SU TOLL ROAD PRIVATE LIMITED,,IN,Utilities,Electric Utilities,CCC,0.4,3.2,5.8,1.0
SUBARU CORPORATION,7270,JP,Automobiles,Automobile Manufacturers,B,2.6,4.8,2.7,5.0
"SUBURBAN PROPANE PARTNERS, LP",SPH,US,"Oil & Gas Refining, Marketing, Transportation & Storage",Gas Utilities,BBB,4.7,3.3,5.6,5.8
"SUBURBAN PROPANE, LP",,US,"Oil & Gas Refining, Marketing, Transportation & Storage",Gas Utilities,BBB,4.7,3.3,5.6,5.8
SUEZ SA,SZ1,FR,Utilities,Multi-Utilities,A,6.5,6.5,5.8,6.6
"SUGI HOLDINGS CO,LTD",7649,JP,Retail - Food & Staples,Drug Retail,BBB,5.7,3.9,4.3,5.1
"SUHEUNG CO,LTD",008490,KR,Health Care Equipment & Supplies,Health Care Supplies,CCC,1.3,4.1,7.8,0.0
SUL AMERICA SA,SULA11,BR,Multi-Line Insurance & Brokerage,Multi-line Insurance,BBB,5.6,6.1,5.2,4.8
SUMCO CORPORATION,3436,JP,Semiconductors & Semiconductor Equipment,Semiconductor Equipment,BBB,5.2,5.6,6.7,4.0
"SUMITOMO CHEMICAL COMPANY, LIMITED",4005,JP,Diversified Chemicals,Diversified Chemicals,AAA,8.8,7.4,5.1,5.5
SUMITOMO CORPORATION,8053,JP,Trading Companies & Distributors,Trading Companies & Distributors,BBB,4.9,5.0,5.3,4.3
SUMITOMO CORPORATION CAPITAL EUROPE PLC,,GB,Trading Companies & Distributors,Trading Companies & Distributors,BBB,4.9,5.0,5.3,4.3
SUMITOMO CORPORATION OF AMERICAS,,US,Trading Companies & Distributors,Trading Companies & Distributors,BBB,4.9,5.0,5.3,4.3
"SUMITOMO DENSETSU CO,LTD",1949,JP,Construction & Engineering,Construction & Engineering,B,2.1,3.6,4.9,2.5
"SUMITOMO HEAVY INDUSTRIES, LTD",6302,JP,Industrial Machinery,Industrial Machinery,BBB,5.4,6.1,6.0,3.7
SUMITOMO MITSUI BANKING CORPORATION,,AU,Banks,Diversified Banks,A,6.2,5.0,4.1,4.7
SUMITOMO MITSUI BANKING CORPORATION,,BE,Banks,Diversified Banks,A,6.2,5.0,4.1,4.7
SUMITOMO MITSUI TRUST (UK) LIMITED,,GB,Banks,Diversified Banks,AA,8.3,6.8,4.8,6.1
"SUMITOMO MITSUI TRUST BANK, LIMITED",,GB,Banks,Diversified Banks,AA,8.3,6.8,4.8,6.1
"SUMITOMO MITSUI TRUST BANK, LIMITED SINGAPORE BRANCH",,SG,Banks,Diversified Banks,AA,8.3,6.8,4.8,6.1
SUMMERSET GROUP HOLDINGS LIMITED,SUM,NZ,Health Care Providers & Services,Health Care Facilities,AA,8.4,8.6,5.6,7.4
SUMMIT DIGITEL INFRASTRUCTURE PRIVATE LIMITED,,IN,Asset Management & Custody Banks,Asset Management & Custody Banks,AA,8.1,6.5,7.0,5.8
"SUMMIT HOTEL OP, LP",,US,Real Estate Management & Services,Hotel & Resort REITs,BB,3.2,5.1,2.9,5.7
"SUMMIT HOTEL PROPERTIES, INC",INN,US,Real Estate Management & Services,Hotel & Resort REITs,BB,3.2,5.1,2.9,5.7
"SUMMIT MATERIALS, INC",SUM,US,Construction Materials,Construction Materials,AA,8.4,5.2,4.9,6.7
"SUMMIT MATERIALS, LLC",,US,Construction Materials,Construction Materials,AA,8.4,5.2,4.9,6.7
"SUMMIT MIDSTREAM HOLDINGS, LLC",,US,"Oil & Gas Refining, Marketing, Transportation & Storage",Oil & Gas Storage & Transportation,B,1.6,2.8,2.7,3.8
"SUMMIT MIDSTREAM PARTNERS, LP",SMLP,US,"Oil & Gas Refining, Marketing, Transportation & Storage",Oil & Gas Storage & Transportation,B,1.6,2.8,2.7,3.8
"SUMMIT PERMIAN TRANSMISSION, LLC",,US,"Oil & Gas Refining, Marketing, Transportation & Storage",Oil & Gas Storage & Transportation,B,1.6,2.8,2.7,3.8
SUN COMMUNITIES OPERATING LIMITED PARTNERSHIP,,US,Real Estate Management & Services,Residential REITs,BB,3.2,4.2,2.8,5.3
"SUN COMMUNITIES, INC",SUI,US,Real Estate Management & Services,Residential REITs,BB,3.2,4.2,2.8,5.3
SUN HUNG KAI & CO LIMITED,86,HK,Diversified Financials,Consumer Finance,BBB,5.4,8.7,4.1,5.3
SUN HUNG KAI PROPERTIES (CAPITAL MARKET) LIMITED,,HK,Real Estate Development & Diversified Activities,Diversified Real Estate Activities,A,6.3,6.0,5.2,4.8
SUN HUNG KAI PROPERTIES LIMITED,16,HK,Real Estate Development & Diversified Activities,Diversified Real Estate Activities,A,6.3,6.0,5.2,4.8
"SUN LIFE DU CANADA, COMPAGNIE DASSURANCE-VIE",,CA,Life & Health Insurance,Life & Health Insurance,AA,8.4,6.7,6.3,6.9
SUN LIFE FINANCIAL INC,SLF,CA,Life & Health Insurance,Life & Health Insurance,AA,8.4,6.7,6.3,6.9
SUN PHARMACEUTICAL INDUSTRIES LIMITED,SUNPHARMA,IN,Pharmaceuticals,Pharmaceuticals,CCC,0.0,2.8,2.9,1.9
SUNAC CHINA HOLDINGS LIMITED,1918,CN,Real Estate Development & Diversified Activities,Real Estate Development,B,2.5,4.0,0.0,3.5
"SUNCOKE ENERGY, INC",SXC,US,Steel,Steel,BBB,5.3,1.6,6.3,5.9
SUNCOR ENERGY VENTURES CORPORATION,,CA,Integrated Oil & Gas,Integrated Oil & Gas,A,6.3,2.7,7.3,7.9
SUNCORP GROUP LIMITED,SUN,AU,Property & Casualty Insurance,Property & Casualty Insurance,A,6.7,2.7,4.4,7.1
SUNCORP-METWAY LIMITED,,AU,Property & Casualty Insurance,Property & Casualty Insurance,A,6.7,2.7,4.4,7.1
SUNDARAM FINANCE LIMITED,SUNDARMFIN,IN,Consumer Finance,Consumer Finance,BBB,5.0,7.0,4.1,5.2
SUNDARAM HOME FINANCE LIMITED,,IN,Consumer Finance,Consumer Finance,BBB,5.0,7.0,4.1,5.2
SUNDERLAND (SHG) FINANCE PLC,,GB,Media,,BBB,5.3,3.2,6.6,6.0
"SUNDRUG CO,LTD",9989,JP,Retail - Food & Staples,Drug Retail,BBB,5.4,1.9,5.1,4.1
SUNEVISION HOLDINGS LTD,1686,HK,Software & Services,Internet Services & Infrastructure,BB,2.9,5.7,4.7,2.4
"SUNINGCOM CO, LTD",002024,CN,Retail - Consumer Discretionary,Computer & Electronics Retail,AA,8.3,2.6,7.4,4.7
SUNLIGHT REAL ESTATE INVESTMENT TRUST,435,HK,Real Estate Management & Services,Diversified REITs,B,2.4,5.9,3.0,4.1
SUNNOVA ENERGY CORPORATION,,US,Utilities,Renewable Electricity,AA,8.1,8.7,4.0,7.1
SUNNOVA ENERGY INTERNATIONAL INC,NOVA,US,Utilities,Renewable Electricity,AA,8.1,8.7,4.0,7.1
SUNNY OPTICAL TECHNOLOGY (GROUP) COMPANY LIMITED,2382,CN,"Electronic Equipment, Instruments & Components",Electronic Components,A,7.1,2.9,5.8,4.8
SUNOCO LP,SUN,US,"Oil & Gas Refining, Marketing, Transportation & Storage",Oil & Gas Refining & Marketing,BBB,5.6,5.5,6.9,4.4
SUNOPTA FOODS INC,,US,Food Products,Packaged Foods & Meats,BBB,5.7,2.0,6.1,5.5
SUNOPTA INC,SOY,CA,Food Products,Packaged Foods & Meats,BBB,5.7,2.0,6.1,5.5
SUNPOWER CORPORATION,SPWR,US,Semiconductors & Semiconductor Equipment,Semiconductors,BB,4.2,6.0,3.4,5.3
SUNREIT CAPITAL BERHAD,,MY,Real Estate Management & Services,Retail REITs,BB,3.9,5.7,6.2,3.7
SUNREIT PERPETUAL BOND BERHAD,,MY,Real Estate Management & Services,Retail REITs,BB,3.9,5.7,6.2,3.7
SUNREIT UNRATED BOND BERHAD,,MY,Real Estate Management & Services,Retail REITs,BB,3.9,5.7,6.2,3.7
SUNRISE (CAYMAN) LIMITED,SNRYN,KY,Construction & Engineering,Construction & Engineering,CCC,0.4,3.2,3.7,1.0
"SUNRISE ASSET MANAGEMENT, LLC",,US,Airlines,Airlines,BB,4.2,0.0,4.2,5.6
SUNRUN INC,RUN,US,Utilities,Electrical Components & Equipment,A,6.5,8.1,5.5,4.8
"SUNRUN NEPTUNE PORTFOLIO 2016-A, LLC",,US,Utilities,Electrical Components & Equipment,A,6.5,8.1,5.5,4.8
"SUNRUN SCORPIO PORTFOLIO 2017-A, LLC",,US,Utilities,Electrical Components & Equipment,A,6.5,8.1,5.5,4.8
"SUNSTONE HOTEL INVESTORS, INC",SHO,US,Real Estate Management & Services,Hotel & Resort REITs,BB,3.2,5.3,2.1,6.3
"SUNSTONE HOTEL PARTNERSHIP, LLC",,US,Real Estate Management & Services,Hotel & Resort REITs,BB,3.2,5.3,2.1,6.3
SUNTEC REIT MTN PTE LTD,,SG,Real Estate Management & Services,Diversified REITs,BB,2.9,6.0,2.9,3.8
SUNTRUST CAPITAL I,,US,Banks,Regional Banks,A,6.8,4.1,4.3,6.1
SUNTRUST CAPITAL III,,US,Banks,Regional Banks,A,6.8,4.1,4.3,6.1
SUNTRUST PREFERRED CAPITAL I,STI,US,Banks,Regional Banks,A,6.8,4.1,4.3,6.1
SUNWAY BERHAD,SUNWAY,MY,Industrial Conglomerates,Industrial Conglomerates,A,6.7,2.5,6.1,4.6
SUNWAY CONSTRUCTION GROUP BERHAD,SUNCON,MY,Construction & Engineering,Construction & Engineering,BBB,5.6,3.7,2.9,5.8
SUNWAY ISKANDAR SDN BHD,,MY,Industrial Conglomerates,Real Estate Development,A,6.7,2.5,6.1,4.6
SUNWAY REAL ESTATE INVESTMENT TRUST,SUNREIT,MY,Real Estate Management & Services,Retail REITs,BB,3.9,5.7,6.2,3.7
SUNWAY TREASURY SUKUK SDN BHD,,MY,Industrial Conglomerates,Real Estate Development,A,6.7,2.5,6.1,4.6
SUNWAY VELOCITY MALL SDN BHD,,MY,Industrial Conglomerates,Real Estate Development,A,6.7,2.5,6.1,4.6
"SUNWODA ELECTRONIC CO, LTD",300207,CN,Electrical Equipment,Electrical Components & Equipment,B,2.6,3.9,4.3,5.1
SUPER GROUP LIMITED,SPG,ZA,Retail - Consumer Discretionary,Automotive Retail,BB,3.2,3.7,1.9,5.6
"SUPER MICRO COMPUTER, INC",SMCI,US,"Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals",B,1.5,2.7,2.9,3.6
SUPER RETAIL GROUP LIMITED,SUL,AU,Retail - Consumer Discretionary,Specialty Stores,A,6.8,2.8,4.6,7.5
SUPERDRY PLC,SDRY,GB,Retail - Consumer Discretionary,Apparel Retail,AA,8.5,4.1,6.0,6.8
SUPERIOR ESSEX INC,,US,Electrical Equipment,Electrical Components & Equipment,B,1.9,5.3,9.0,1.0
"SUPERIOR INDUSTRIES INTERNATIONAL, INC",SUP,US,Auto Components,Auto Parts & Equipment,B,2.0,2.0,3.0,5.0
SUPERIOR PLUS LP,,CA,Trading Companies & Distributors,Gas Utilities,A,7.0,3.9,6.5,7.5
"SUPERIOR VISION HOLDINGS, INC",,US,Life & Health Insurance,Life & Health Insurance,A,7.0,6.7,4.2,6.3
SUPERMAX CORPORATION BERHAD,SUPERMX,MY,Health Care Equipment & Supplies,Health Care Supplies,AA,8.4,8.3,4.3,4.9
SUPERMEDIA INC,,US,Media & Entertainment,Publishing,BB,3.7,6.7,2.9,4.9
"SUPERNUS PHARMACEUTICALS, INC",SUPN,US,Pharmaceuticals,Pharmaceuticals,BB,3.8,3.0,3.6,4.6
SURA Asset Management SA,,CO,Diversified Financials,Multi-Sector Holdings,BBB,4.6,10.0,6.5,2.7
SURAJKIRAN RENEWABLE RESOURCES PRIVATE LIMITED,,IN,Utilities,Renewable Electricity,A,6.3,7.8,4.8,4.0
"SURGERY CENTER HOLDINGS, INC",SGRY,US,Health Care Providers & Services,Health Care Facilities,BBB,5.6,5.2,6.1,3.5
"SURGERY PARTNERS, INC",SGRY,US,Health Care Providers & Services,Health Care Facilities,BBB,5.6,5.2,6.1,3.5
SURGUTNEFTEGAZ PAO,SNGS,RU,Integrated Oil & Gas,Integrated Oil & Gas,B,1.5,4.5,3.8,0.6
SURIA KLCC SDN BHD,,MY,Integrated Oil & Gas,Diversified REITs,BB,3.5,4.9,5.1,2.5
"SURMODICS, INC",SRDX,US,Health Care Equipment & Supplies,Health Care Equipment,A,6.6,6.2,5.3,5.5
SURTIDORA DE GAS DEL CARIBE SA EMPRESA DE SERVICIOS PUBLICOS O SURTIGAS SA ESP,,CO,Utilities,Gas Utilities,AA,8.1,7.8,7.7,5.8
SUSSEX CAPITAL UK PCC LIMITED,,GB,Property & Casualty Insurance,Multi-line Insurance,CCC,0.0,3.5,2.9,5.3
SUTTON AND EAST SURREY WATER PLC,,GB,Trading Companies & Distributors,Trading Companies & Distributors,BBB,4.9,5.0,5.3,4.3
SUZANO SA,SUZB3,BR,Paper & Forest Products,Paper Products,B,2.3,4.0,4.0,3.9
"SUZUKEN CO,LTD",9987,JP,Health Care Providers & Services,Health Care Distributors,BBB,4.9,10.0,6.9,3.5
SUZUKI MOTOR CORPORATION,7269,JP,Automobiles,Automobile Manufacturers,B,2.6,6.9,1.1,2.8
SVB FINANCIAL GROUP,SIVB,US,Banks,Regional Banks,A,7.1,0.0,4.0,6.7
SW FUNDING PLC,,GB,Life & Health Insurance,Diversified Banks,AA,8.57,7.6,4.3,7.3
SWAN HOUSING ASSOCIATION LIMITED,SHSAS,GB,Real Estate Management & Services,,A,5.8,4.5,5.9,5.9
SWAN HOUSING CAPITAL PLC,,GB,Real Estate Management & Services,,A,5.8,4.5,5.9,5.9
SWECO AB (publ),SWEC B,SE,Construction & Engineering,Construction & Engineering,AA,7.3,4.8,4.2,6.2
SWIRE PACIFIC LIMITED,19,HK,Real Estate Development & Diversified Activities,Diversified Real Estate Activities,AAA,8.6,7.1,7.1,6.2
SWIRE PACIFIC MTN FINANCING LIMITED,,KY,Asset Management & Custody Banks,Diversified Real Estate Activities,AAA,8.6,7.1,7.1,6.2
SWIRE PROPERTIES LIMITED,1972,HK,Real Estate Management & Services,Real Estate Operating Companies,AAA,9.5,6.7,8.9,5.5
SWIRE PROPERTIES MTN FINANCING LIMITED,,HK,Real Estate Management & Services,Real Estate Operating Companies,AAA,9.5,6.7,8.9,5.5
SWISS RE FINANCE (UK) PLC,,GB,Multi-Line Insurance & Brokerage,Reinsurance,AAA,9.5,5.3,7.5,7.6
SWISS RE SOLUTIONS HOLDING CORPORATION,,US,Multi-Line Insurance & Brokerage,Reinsurance,AAA,9.5,5.3,7.5,7.6
SWISS RE TREASURY (US) CORPORATION,,US,Multi-Line Insurance & Brokerage,Reinsurance,AAA,9.5,5.3,7.5,7.6
SWITCH LTD,,US,Software & Services,Internet Services & Infrastructure,BB,3.1,6.6,5.1,6.0
"SWITCH, INC",SWCH,US,Software & Services,Internet Services & Infrastructure,BB,3.1,6.6,5.1,6.0
"SWN Production (Louisiana), LLC",,US,Oil & Gas Exploration & Production,Oil & Gas Exploration & Production,A,6.5,2.7,6.5,6.5
SY HOLDINGS GROUP LIMITED,6069,CN,Diversified Financials,Specialized Finance,A,5.9,6.5,2.9,5.8
SYARIKAT TAKAFUL MALAYSIA KELUARGA BERHAD,TAKAFUL,MY,Multi-Line Insurance & Brokerage,Multi-line Insurance,BB,3.9,3.5,5.0,5.2
SYDBANK AS,SYDB,DK,Banks,Diversified Banks,BBB,5.4,2.0,3.7,7.2
SYDNEY AIRPORT CORPORATION LIMITED,,AU,Transportation Infrastructure,Airport Services,AAA,10.0,10.0,9.1,6.6
SYDNEY AIRPORT FINANCE COMPANY PTY LIMITED,SYORT,AU,Transportation Infrastructure,Airport Services,AAA,10.0,10.0,9.1,6.6
SYLVAMO CORPORATION,SLVM,US,Paper & Forest Products,Paper Products,B,2.6,2.5,4.3,5.9
"SYNAMEDIA AMERICAS HOLDINGS, INC",,US,Investment Banking & Brokerage,Diversified Capital Markets,AA,8.57,10.0,6.4,6.2
SYNAPTICS INCORPORATED,SYNA,US,Semiconductors & Semiconductor Equipment,Semiconductors,BBB,5.5,4.1,5.1,6.7
SYNCHRONY BANK,,US,Consumer Finance,Consumer Finance,A,7.14,9.7,5.3,6.4
SYNCHRONY FINANCIAL,SYF,US,Consumer Finance,Consumer Finance,A,7.14,9.7,5.3,6.4
"SYNEOS HEALTH, INC",SYNH,US,Health Care Equipment & Supplies,Life Sciences Tools & Services,BB,3.4,7.0,4.1,4.5
SYNLAIT MILK LIMITED,SML,NZ,Food Products,Packaged Foods & Meats,A,6.8,4.2,6.1,5.0
"SYNOPSYS, INC",SNPS,US,Software & Services,Application Software,A,7.1,5.4,6.5,4.7
SYNOVUS FINANCIAL CORP,SNV,US,Banks,Regional Banks,A,7.0,2.3,4.3,7.0
"SYNTHETIC FIXED-INCOME SECURITIES, INC",,US,Banks,Diversified Banks,BB,4.25,9.0,2.6,3.0
SYNTHOMER PLC,SYNT,GB,Specialty Chemicals,Specialty Chemicals,A,6.7,5.9,1.3,7.5
SYSCO CORPORATION,SYY,US,Retail - Food & Staples,Food Distributors,BBB,5.1,3.6,5.0,4.8
SYSMEX CORPORATION,6869,JP,Health Care Equipment & Supplies,Health Care Equipment,AAA,10.0,10.0,8.1,5.9
"SYSTEM ENERGY RESOURCES, INC",ETR,US,Utilities,Electric Utilities,A,7.0,6.5,5.4,6.5
Saber Servicos Educacionais SA,,BR,Diversified Consumer Services,Education Services,BBB,5.4,7.9,4.8,4.6
Sabina Gold & Silver Corp,SBB,CA,Metals and Mining - Precious Metals,Gold,BB,3.5,2.0,3.0,6.8
Sabre Insurance Group PLC,SBRE,GB,Property & Casualty Insurance,Property & Casualty Insurance,BBB,5.3,2.7,3.8,7.5
"Sacyr, SA",SCYR,ES,Construction & Engineering,Construction & Engineering,BBB,5.6,4.9,5.1,4.6
Sadara Basic Services Company SJSC,,SA,Integrated Oil & Gas,Integrated Oil & Gas,BB,3.5,5.4,5.2,1.7
Safra Leasing SA - Arrendamento Mercantil,,BR,Banks,,BB,3.5,3.3,4.6,3.5
Sagax EURO MTN NL BV,,NL,Real Estate Management & Services,Real Estate Operating Companies,A,7.1,5.2,8.1,5.7
Sagen MI Canada Inc,MIC.PR.A,CA,Banks,Thrifts & Mortgage Finance,A,6.7,5.3,3.0,6.9
Sahara International Petrochemical Company SJSC,2310,SA,Commodity Chemicals,Commodity Chemicals,BB,3.5,4.1,1.9,4.1
Saipem Finance International BV,,NL,Energy Equipment & Services,Oil & Gas Equipment & Services,BBB,4.6,8.7,3.4,2.6
"Saitama Resona Bank, Limited",,JP,Banks,Regional Banks,AA,8.3,4.2,5.6,4.8
Sakai Moving Service Co Ltd,9039,JP,Road & Rail Transport,Trucking,BB,4.1,2.6,5.1,3.7
Sakata Seed Corp,1377,JP,Food Products,Agricultural Products,BB,3.2,5.0,3.3,3.1
Sal Oppenheim jr & Cie AG & Co KGaA,,DE,Investment Banking & Brokerage,Diversified Capital Markets,A,7.1,8.6,4.7,3.7
Salcef Group SpA,SCF,IT,Construction & Engineering,Construction & Engineering,BBB,5.6,3.3,2.2,6.1
Salt Mobile SA,MTCHD,CH,Telecommunication Services,,B,1.5,6.1,4.4,2.3
Salzburger Sparkasse Bank Aktiengesellschaft,,AT,Banks,Diversified Banks,AA,8.3,8.6,4.2,5.5
Salzgitter Aktiengesellschaft,SZG,DE,Steel,Steel,A,5.8,4.0,4.7,4.7
Salzgitter Finance BV,,NL,Steel,Steel,A,5.8,4.0,4.7,4.7
Samhallsbyggnadsbolaget i Norden AB,SBB B,SE,Real Estate Management & Services,Real Estate Operating Companies,A,6.6,5.6,5.9,6.3
Sampo Oyj,SAMPO,FI,Multi-Line Insurance & Brokerage,Multi-line Insurance,AA,8.4,6.6,6.2,6.8
Samsonite Finco Sa rl,,LU,"Textiles, Apparel & Luxury Goods","Apparel, Accessories & Luxury Goods",BBB,4.7,3.6,3.7,5.3
"Samsung Electronics Co, Ltd",005930,KR,"Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals",A,7.0,7.7,4.7,2.9
"Samsung Engineering Co, Ltd",028050,KR,Construction & Engineering,Construction & Engineering,BBB,5.6,2.7,3.7,4.4
"Samsung Life Insurance Co, Ltd",032830,KR,Life & Health Insurance,Life & Health Insurance,A,6.7,5.2,4.9,4.8
"Samty Co,Ltd",3244,JP,Real Estate Development & Diversified Activities,Diversified Real Estate Activities,BB,3.4,3.6,4.5,2.9
Samty Residential Investment Corporation,3459,JP,Real Estate Management & Services,Diversified REITs,B,1.8,5.5,0.6,4.6
